"startday","sleep_prob","hourtime"
8,0.941798941798942,"0400-0430"
8,0.80952380952381,"0430-0500"
8,0.474489795918367,"0500-0530"
8,0.571428571428571,"0530-0600"
8,0.592592592592593,"0600-0630"
8,0.760204081632653,"0630-0700"
8,0.64021164021164,"0700-0730"
8,0.560846560846561,"0730-0800"
8,0.507936507936508,"0800-0830"
8,0.423469387755102,"0830-0900"
8,0.53968253968254,"0900-0930"
8,0.423280423280423,"0930-1000"
8,0.219387755102041,"1000-1030"
8,0.46031746031746,"1030-1100"
8,0.53968253968254,"1100-1130"
8,0.489795918367347,"1130-1200"
8,0.624338624338624,"1200-1230"
8,0.529100529100529,"1230-1300"
8,0.777777777777778,"1300-1330"
8,0.607142857142857,"1330-1400"
8,0.465608465608466,"1400-1430"
8,0.682539682539683,"1430-1500"
8,0.704081632653061,"1500-1530"
8,0.486772486772487,"1530-1600"
8,0.195767195767196,"1600-1630"
8,0.35978835978836,"1630-1700"
8,0.454081632653061,"1700-1730"
8,0.788359788359788,"1730-1800"
8,0.947089947089947,"1800-1830"
8,0.790816326530612,"1830-1900"
8,0.708994708994709,"1900-1930"
8,0.587301587301587,"1930-2000"
8,0.55026455026455,"2000-2030"
8,0.612244897959184,"2030-2100"
8,0.634920634920635,"2100-2130"
8,0.555555555555556,"2130-2200"
8,0.714285714285714,"2200-2230"
8,0.71957671957672,"2230-2300"
8,0.857142857142857,"2300-2330"
8,0.974489795918367,"2330-0000"
9,0.831632653061224,"0000-0030"
9,0.693121693121693,"0030-0100"
9,0.698412698412698,"0100-0130"
9,0.581632653061224,"0130-0200"
9,0.682539682539683,"0200-0230"
9,0.777777777777778,"0230-0300"
9,0.831632653061224,"0300-0330"
9,0.724867724867725,"0330-0400"
9,1,"0400-0430"
9,0.936507936507937,"0430-0500"
9,0.408163265306122,"0500-0530"
9,0.513227513227513,"0530-0600"
9,0.592592592592593,"0600-0630"
9,0.760204081632653,"0630-0700"
9,0.677248677248677,"0700-0730"
9,0.703703703703704,"0730-0800"
9,0.534391534391534,"0800-0830"
9,0.397959183673469,"0830-0900"
9,0.396825396825397,"0900-0930"
9,0.28042328042328,"0930-1000"
9,0.193877551020408,"1000-1030"
9,0.46031746031746,"1030-1100"
9,0.571428571428571,"1100-1130"
9,0.63265306122449,"1130-1200"
9,0.64021164021164,"1200-1230"
9,0.423280423280423,"1230-1300"
9,0.634920634920635,"1300-1330"
9,0.607142857142857,"1330-1400"
9,0.55026455026455,"1400-1430"
9,0.825396825396825,"1430-1500"
9,0.846938775510204,"1500-1530"
9,0.507936507936508,"1530-1600"
9,0.306878306878307,"1600-1630"
9,0.35978835978836,"1630-1700"
9,0.387755102040816,"1700-1730"
9,0.645502645502645,"1730-1800"
9,0.825396825396825,"1800-1830"
9,0.857142857142857,"1830-1900"
9,0.82010582010582,"1900-1930"
9,0.587301587301587,"1930-2000"
9,0.55026455026455,"2000-2030"
9,0.48469387755102,"2030-2100"
9,0.492063492063492,"2100-2130"
9,0.412698412698413,"2130-2200"
9,0.571428571428571,"2200-2230"
9,0.587301587301587,"2230-2300"
9,0.857142857142857,"2300-2330"
9,0.989795918367347,"2330-0000"
10,0.974489795918367,"0000-0030"
10,0.82010582010582,"0030-0100"
10,0.698412698412698,"0100-0130"
10,0.581632653061224,"0130-0200"
10,0.544973544973545,"0200-0230"
10,0.71957671957672,"0230-0300"
10,0.908163265306122,"0300-0330"
10,0.857142857142857,"0330-0400"
10,1,"0400-0430"
10,0.941798941798942,"0430-0500"
10,0.510204081632653,"0500-0530"
10,0.624338624338624,"0530-0600"
10,0.735449735449735,"0600-0630"
10,0.903061224489796,"0630-0700"
10,0.714285714285714,"0700-0730"
10,0.703703703703704,"0730-0800"
10,0.534391534391534,"0800-0830"
10,0.311224489795918,"0830-0900"
10,0.253968253968254,"0900-0930"
10,0.206349206349206,"0930-1000"
10,0.193877551020408,"1000-1030"
10,0.46031746031746,"1030-1100"
10,0.703703703703704,"1100-1130"
10,0.693877551020408,"1130-1200"
10,0.73015873015873,"1200-1230"
10,0.534391534391534,"1230-1300"
10,0.53968253968254,"1300-1330"
10,0.591836734693878,"1330-1400"
10,0.693121693121693,"1400-1430"
10,0.878306878306878,"1430-1500"
10,0.846938775510204,"1500-1530"
10,0.560846560846561,"1530-1600"
10,0.444444444444444,"1600-1630"
10,0.28042328042328,"1630-1700"
10,0.244897959183673,"1700-1730"
10,0.502645502645503,"1730-1800"
10,0.735449735449735,"1800-1830"
10,0.857142857142857,"1830-1900"
10,0.82010582010582,"1900-1930"
10,0.571428571428571,"1930-2000"
10,0.576719576719577,"2000-2030"
10,0.489795918367347,"2030-2100"
10,0.492063492063492,"2100-2130"
10,0.412698412698413,"2130-2200"
10,0.571428571428571,"2200-2230"
10,0.587301587301587,"2230-2300"
10,0.714285714285714,"2300-2330"
10,0.989795918367347,"2330-0000"
11,0.974489795918367,"0000-0030"
11,0.830687830687831,"0030-0100"
11,0.814814814814815,"0100-0130"
11,0.581632653061224,"0130-0200"
11,0.544973544973545,"0200-0230"
11,0.71957671957672,"0230-0300"
11,0.770408163265306,"0300-0330"
11,0.894179894179894,"0330-0400"
11,1,"0400-0430"
11,0.941798941798942,"0430-0500"
11,0.510204081632653,"0500-0530"
11,0.624338624338624,"0530-0600"
11,0.735449735449735,"0600-0630"
11,0.943877551020408,"0630-0700"
11,0.746031746031746,"0700-0730"
11,0.703703703703704,"0730-0800"
11,0.481481481481481,"0800-0830"
11,0.352040816326531,"0830-0900"
11,0.396825396825397,"0900-0930"
11,0.349206349206349,"0930-1000"
11,0.209183673469388,"1000-1030"
11,0.35978835978836,"1030-1100"
11,0.703703703703704,"1100-1130"
11,0.693877551020408,"1130-1200"
11,0.73015873015873,"1200-1230"
11,0.534391534391534,"1230-1300"
11,0.53968253968254,"1300-1330"
11,0.63265306122449,"1330-1400"
11,0.693121693121693,"1400-1430"
11,0.857142857142857,"1430-1500"
11,0.780612244897959,"1500-1530"
11,0.560846560846561,"1530-1600"
11,0.587301587301587,"1600-1630"
11,0.417989417989418,"1630-1700"
11,0.204081632653061,"1700-1730"
11,0.35978835978836,"1730-1800"
11,0.592592592592593,"1800-1830"
11,0.714285714285714,"1830-1900"
11,0.825396825396825,"1900-1930"
11,0.693121693121693,"1930-2000"
11,0.576719576719577,"2000-2030"
11,0.479591836734694,"2030-2100"
11,0.349206349206349,"2100-2130"
11,0.26984126984127,"2130-2200"
11,0.571428571428571,"2200-2230"
11,0.587301587301587,"2230-2300"
11,0.714285714285714,"2300-2330"
11,0.989795918367347,"2330-0000"
12,0.994897959183674,"0000-0030"
12,0.973544973544973,"0030-0100"
12,0.841269841269841,"0100-0130"
12,0.647959183673469,"0130-0200"
12,0.433862433862434,"0200-0230"
12,0.666666666666667,"0230-0300"
12,0.770408163265306,"0300-0330"
12,0.894179894179894,"0330-0400"
12,1,"0400-0430"
12,0.973544973544973,"0430-0500"
12,0.653061224489796,"0500-0530"
12,0.767195767195767,"0530-0600"
12,0.788359788359788,"0600-0630"
12,0.857142857142857,"0630-0700"
12,0.746031746031746,"0700-0730"
12,0.703703703703704,"0730-0800"
12,0.481481481481481,"0800-0830"
12,0.306122448979592,"0830-0900"
12,0.253968253968254,"0900-0930"
12,0.206349206349206,"0930-1000"
12,0.183673469387755,"1000-1030"
12,0.35978835978836,"1030-1100"
12,0.703703703703704,"1100-1130"
12,0.75,"1130-1200"
12,0.73015873015873,"1200-1230"
12,0.650793650793651,"1230-1300"
12,0.619047619047619,"1300-1330"
12,0.63265306122449,"1330-1400"
12,0.693121693121693,"1400-1430"
12,0.788359788359788,"1430-1500"
12,0.709183673469388,"1500-1530"
12,0.560846560846561,"1530-1600"
12,0.71957671957672,"1600-1630"
12,0.560846560846561,"1630-1700"
12,0.311224489795918,"1700-1730"
12,0.35978835978836,"1730-1800"
12,0.592592592592593,"1800-1830"
12,0.714285714285714,"1830-1900"
12,0.746031746031746,"1900-1930"
12,0.751322751322751,"1930-2000"
12,0.708994708994709,"2000-2030"
12,0.341836734693878,"2030-2100"
12,0.285714285714286,"2100-2130"
12,0.306878306878307,"2130-2200"
12,0.571428571428571,"2200-2230"
12,0.587301587301587,"2230-2300"
12,0.714285714285714,"2300-2330"
12,0.964285714285714,"2330-0000"
13,0.852040816326531,"0000-0030"
13,0.931216931216931,"0030-0100"
13,0.984126984126984,"0100-0130"
13,0.790816326530612,"0130-0200"
13,0.576719576719577,"0200-0230"
13,0.767195767195767,"0230-0300"
13,0.770408163265306,"0300-0330"
13,0.894179894179894,"0330-0400"
13,0.925925925925926,"0400-0430"
13,0.899470899470899,"0430-0500"
13,0.653061224489796,"0500-0530"
13,0.767195767195767,"0530-0600"
13,0.788359788359788,"0600-0630"
13,0.913265306122449,"0630-0700"
13,0.761904761904762,"0700-0730"
13,0.703703703703704,"0730-0800"
13,0.481481481481481,"0800-0830"
13,0.306122448979592,"0830-0900"
13,0.142857142857143,"0900-0930"
13,0.174603174603175,"0930-1000"
13,0.301020408163265,"1000-1030"
13,0.35978835978836,"1030-1100"
13,0.650793650793651,"1100-1130"
13,0.755102040816326,"1130-1200"
13,0.873015873015873,"1200-1230"
13,0.767195767195767,"1230-1300"
13,0.534391534391534,"1300-1330"
13,0.489795918367347,"1330-1400"
13,0.634920634920635,"1400-1430"
13,0.788359788359788,"1430-1500"
13,0.714285714285714,"1500-1530"
13,0.703703703703704,"1530-1600"
13,0.862433862433862,"1600-1630"
13,0.650793650793651,"1630-1700"
13,0.311224489795918,"1700-1730"
13,0.259259259259259,"1730-1800"
13,0.44973544973545,"1800-1830"
13,0.571428571428571,"1830-1900"
13,0.603174603174603,"1900-1930"
13,0.687830687830688,"1930-2000"
13,0.582010582010582,"2000-2030"
13,0.326530612244898,"2030-2100"
13,0.428571428571429,"2100-2130"
13,0.44973544973545,"2130-2200"
13,0.714285714285714,"2200-2230"
13,0.724867724867725,"2230-2300"
13,0.714285714285714,"2300-2330"
13,0.964285714285714,"2330-0000"
14,0.852040816326531,"0000-0030"
14,0.888888888888889,"0030-0100"
14,0.857142857142857,"0100-0130"
14,0.770408163265306,"0130-0200"
14,0.44973544973545,"0200-0230"
14,0.767195767195767,"0230-0300"
14,0.770408163265306,"0300-0330"
14,0.894179894179894,"0330-0400"
14,0.925925925925926,"0400-0430"
14,0.867724867724868,"0430-0500"
14,0.653061224489796,"0500-0530"
14,0.767195767195767,"0530-0600"
14,0.788359788359788,"0600-0630"
14,0.913265306122449,"0630-0700"
14,0.761904761904762,"0700-0730"
14,0.576719576719577,"0730-0800"
14,0.481481481481481,"0800-0830"
14,0.306122448979592,"0830-0900"
14,0.142857142857143,"0900-0930"
14,0.17989417989418,"0930-1000"
14,0.443877551020408,"1000-1030"
14,0.502645502645503,"1030-1100"
14,0.793650793650794,"1100-1130"
14,0.857142857142857,"1130-1200"
14,0.825396825396825,"1200-1230"
14,0.714285714285714,"1230-1300"
14,0.677248677248677,"1300-1330"
14,0.63265306122449,"1330-1400"
14,0.682539682539683,"1400-1430"
14,0.788359788359788,"1430-1500"
14,0.576530612244898,"1500-1530"
14,0.560846560846561,"1530-1600"
14,0.71957671957672,"1600-1630"
14,0.656084656084656,"1630-1700"
14,0.454081632653061,"1700-1730"
14,0.333333333333333,"1730-1800"
14,0.44973544973545,"1800-1830"
14,0.571428571428571,"1830-1900"
14,0.603174603174603,"1900-1930"
14,0.666666666666667,"1930-2000"
14,0.470899470899471,"2000-2030"
14,0.326530612244898,"2030-2100"
14,0.428571428571429,"2100-2130"
14,0.428571428571429,"2130-2200"
14,0.581632653061224,"2200-2230"
14,0.724867724867725,"2230-2300"
14,0.714285714285714,"2300-2330"
14,0.964285714285714,"2330-0000"
15,0.852040816326531,"0000-0030"
15,0.888888888888889,"0030-0100"
15,0.857142857142857,"0100-0130"
15,0.714285714285714,"0130-0200"
15,0.518518518518518,"0200-0230"
15,0.888888888888889,"0230-0300"
15,0.770408163265306,"0300-0330"
15,0.894179894179894,"0330-0400"
15,0.925925925925926,"0400-0430"
15,0.867724867724868,"0430-0500"
15,0.76530612244898,"0500-0530"
15,0.788359788359788,"0530-0600"
15,0.777777777777778,"0600-0630"
15,0.897959183673469,"0630-0700"
15,0.761904761904762,"0700-0730"
15,0.576719576719577,"0730-0800"
15,0.481481481481481,"0800-0830"
15,0.362244897959184,"0830-0900"
15,0.142857142857143,"0900-0930"
15,0.17989417989418,"0930-1000"
15,0.474489795918367,"1000-1030"
15,0.613756613756614,"1030-1100"
15,0.793650793650794,"1100-1130"
15,0.857142857142857,"1130-1200"
15,0.825396825396825,"1200-1230"
15,0.62962962962963,"1230-1300"
15,0.534391534391534,"1300-1330"
15,0.5,"1330-1400"
15,0.698412698412698,"1400-1430"
15,0.788359788359788,"1430-1500"
15,0.576530612244898,"1500-1530"
15,0.571428571428571,"1530-1600"
15,0.772486772486772,"1600-1630"
15,0.513227513227513,"1630-1700"
15,0.387755102040816,"1700-1730"
15,0.37037037037037,"1730-1800"
15,0.44973544973545,"1800-1830"
15,0.571428571428571,"1830-1900"
15,0.603174603174603,"1900-1930"
15,0.666666666666667,"1930-2000"
15,0.396825396825397,"2000-2030"
15,0.183673469387755,"2030-2100"
15,0.285714285714286,"2100-2130"
15,0.402116402116402,"2130-2200"
15,0.678571428571429,"2200-2230"
15,0.867724867724868,"2230-2300"
15,0.857142857142857,"2300-2330"
15,0.974489795918367,"2330-0000"
16,0.852040816326531,"0000-0030"
16,0.888888888888889,"0030-0100"
16,0.857142857142857,"0100-0130"
16,0.714285714285714,"0130-0200"
16,0.518518518518518,"0200-0230"
16,0.841269841269841,"0230-0300"
16,0.719387755102041,"0300-0330"
16,0.888888888888889,"0330-0400"
16,0.925925925925926,"0400-0430"
16,0.867724867724868,"0430-0500"
16,0.831632653061224,"0500-0530"
16,0.846560846560847,"0530-0600"
16,0.777777777777778,"0600-0630"
16,0.897959183673469,"0630-0700"
16,0.761904761904762,"0700-0730"
16,0.576719576719577,"0730-0800"
16,0.597883597883598,"0800-0830"
16,0.413265306122449,"0830-0900"
16,0.142857142857143,"0900-0930"
16,0.17989417989418,"0930-1000"
16,0.443877551020408,"1000-1030"
16,0.613756613756614,"1030-1100"
16,0.793650793650794,"1100-1130"
16,0.770408163265306,"1130-1200"
16,0.80952380952381,"1200-1230"
16,0.62962962962963,"1230-1300"
16,0.624338624338624,"1300-1330"
16,0.642857142857143,"1330-1400"
16,0.756613756613757,"1400-1430"
16,0.788359788359788,"1430-1500"
16,0.520408163265306,"1500-1530"
16,0.53968253968254,"1530-1600"
16,0.777777777777778,"1600-1630"
16,0.656084656084656,"1630-1700"
16,0.520408163265306,"1700-1730"
16,0.423280423280423,"1730-1800"
16,0.571428571428571,"1800-1830"
16,0.505102040816326,"1830-1900"
16,0.46031746031746,"1900-1930"
16,0.523809523809524,"1930-2000"
16,0.253968253968254,"2000-2030"
16,0.168367346938776,"2030-2100"
16,0.285714285714286,"2100-2130"
16,0.428571428571429,"2130-2200"
16,0.821428571428571,"2200-2230"
16,1,"2230-2300"
16,0.857142857142857,"2300-2330"
16,0.974489795918367,"2330-0000"
17,0.852040816326531,"0000-0030"
17,0.888888888888889,"0030-0100"
17,0.857142857142857,"0100-0130"
17,0.714285714285714,"0130-0200"
17,0.523809523809524,"0200-0230"
17,0.835978835978836,"0230-0300"
17,0.719387755102041,"0300-0330"
17,0.888888888888889,"0330-0400"
17,0.925925925925926,"0400-0430"
17,0.867724867724868,"0430-0500"
17,0.821428571428571,"0500-0530"
17,0.751322751322751,"0530-0600"
17,0.777777777777778,"0600-0630"
17,0.897959183673469,"0630-0700"
17,0.703703703703704,"0700-0730"
17,0.433862433862434,"0730-0800"
17,0.523809523809524,"0800-0830"
17,0.5,"0830-0900"
17,0.285714285714286,"0900-0930"
17,0.285714285714286,"0930-1000"
17,0.443877551020408,"1000-1030"
17,0.613756613756614,"1030-1100"
17,0.661375661375661,"1100-1130"
17,0.729591836734694,"1130-1200"
17,0.80952380952381,"1200-1230"
17,0.62962962962963,"1230-1300"
17,0.71957671957672,"1300-1330"
17,0.647959183673469,"1330-1400"
17,0.613756613756614,"1400-1430"
17,0.645502645502645,"1430-1500"
17,0.5,"1500-1530"
17,0.53968253968254,"1530-1600"
17,0.783068783068783,"1600-1630"
17,0.798941798941799,"1630-1700"
17,0.663265306122449,"1700-1730"
17,0.560846560846561,"1730-1800"
17,0.571428571428571,"1800-1830"
17,0.505102040816326,"1830-1900"
17,0.46031746031746,"1900-1930"
17,0.523809523809524,"1930-2000"
17,0.227513227513228,"2000-2030"
17,0.0255102040816327,"2030-2100"
17,0.142857142857143,"2100-2130"
17,0.354497354497354,"2130-2200"
17,0.821428571428571,"2200-2230"
17,1,"2230-2300"
17,1,"2300-2330"
17,0.974489795918367,"2330-0000"
18,0.852040816326531,"0000-0030"
18,0.873015873015873,"0030-0100"
18,0.714285714285714,"0100-0130"
18,0.571428571428571,"0130-0200"
18,0.465608465608466,"0200-0230"
18,0.835978835978836,"0230-0300"
18,0.857142857142857,"0300-0330"
18,0.962962962962963,"0330-0400"
18,0.862433862433862,"0400-0430"
18,0.804232804232804,"0430-0500"
18,0.821428571428571,"0500-0530"
18,0.751322751322751,"0530-0600"
18,0.777777777777778,"0600-0630"
18,0.897959183673469,"0630-0700"
18,0.814814814814815,"0700-0730"
18,0.470899470899471,"0730-0800"
18,0.544973544973545,"0800-0830"
18,0.5,"0830-0900"
18,0.285714285714286,"0900-0930"
18,0.26984126984127,"0930-1000"
18,0.403061224489796,"1000-1030"
18,0.571428571428571,"1030-1100"
18,0.518518518518518,"1100-1130"
18,0.627551020408163,"1130-1200"
18,0.80952380952381,"1200-1230"
18,0.62962962962963,"1230-1300"
18,0.71957671957672,"1300-1330"
18,0.704081632653061,"1330-1400"
18,0.756613756613757,"1400-1430"
18,0.756613756613757,"1430-1500"
18,0.5,"1500-1530"
18,0.53968253968254,"1530-1600"
18,0.698412698412698,"1600-1630"
18,0.788359788359788,"1630-1700"
18,0.561224489795918,"1700-1730"
18,0.560846560846561,"1730-1800"
18,0.571428571428571,"1800-1830"
18,0.505102040816326,"1830-1900"
18,0.35978835978836,"1900-1930"
18,0.544973544973545,"1930-2000"
18,0.37037037037037,"2000-2030"
18,0.168367346938776,"2030-2100"
18,0.285714285714286,"2100-2130"
18,0.497354497354497,"2130-2200"
18,0.821428571428571,"2200-2230"
18,1,"2230-2300"
18,0.862433862433862,"2300-2330"
18,0.831632653061224,"2330-0000"
19,0.790816326530612,"0000-0030"
19,0.873015873015873,"0030-0100"
19,0.714285714285714,"0100-0130"
19,0.647959183673469,"0130-0200"
19,0.608465608465608,"0200-0230"
19,0.888888888888889,"0230-0300"
19,0.857142857142857,"0300-0330"
19,0.952380952380952,"0330-0400"
19,0.735449735449735,"0400-0430"
19,0.804232804232804,"0430-0500"
19,0.821428571428571,"0500-0530"
19,0.751322751322751,"0530-0600"
19,0.80952380952381,"0600-0630"
19,0.841836734693878,"0630-0700"
