"startday","sleep_prob","hourtime"
36,0.481481481481481,"1230-1300"
36,0.428571428571429,"1300-1330"
36,0.403061224489796,"1330-1400"
36,0.571428571428571,"1400-1430"
36,0.857142857142857,"1430-1500"
36,0.653061224489796,"1500-1530"
36,0.412698412698413,"1530-1600"
36,0.317460317460317,"1600-1630"
36,0.407407407407407,"1630-1700"
36,0.801020408163265,"1700-1730"
36,0.613756613756614,"1730-1800"
36,0.428571428571429,"1800-1830"
36,0.428571428571429,"1830-1900"
36,0.153439153439153,"1900-1930"
36,0.116402116402116,"1930-2000"
36,0.037037037037037,"2000-2030"
36,0.479591836734694,"2030-2100"
36,0.788359788359788,"2100-2130"
36,1,"2130-2200"
36,1,"2200-2230"
36,0.973544973544973,"2230-2300"
36,0.904761904761905,"2300-2330"
36,0.943877551020408,"2330-0000"
37,0.872448979591837,"0000-0030"
37,0.783068783068783,"0030-0100"
37,0.693121693121693,"0100-0130"
37,0.887755102040816,"0130-0200"
37,0.925925925925926,"0200-0230"
37,1,"0230-0300"
37,1,"0300-0330"
37,1,"0330-0400"
37,0.91005291005291,"0400-0430"
37,0.857142857142857,"0430-0500"
37,0.683673469387755,"0500-0530"
37,0.73015873015873,"0530-0600"
37,0.851851851851852,"0600-0630"
37,0.714285714285714,"0630-0700"
37,0.576719576719577,"0700-0730"
37,0.470899470899471,"0730-0800"
37,0.46031746031746,"0800-0830"
37,0.25,"0830-0900"
37,0.285714285714286,"0900-0930"
37,0.195767195767196,"0930-1000"
37,0.377551020408163,"1000-1030"
37,0.396825396825397,"1030-1100"
37,0.322751322751323,"1100-1130"
37,0.678571428571429,"1130-1200"
37,0.576719576719577,"1200-1230"
37,0.407407407407407,"1230-1300"
37,0.428571428571429,"1300-1330"
37,0.403061224489796,"1330-1400"
37,0.470899470899471,"1400-1430"
37,0.857142857142857,"1430-1500"
37,0.770408163265306,"1500-1530"
37,0.428571428571429,"1530-1600"
37,0.365079365079365,"1600-1630"
37,0.486772486772487,"1630-1700"
37,0.801020408163265,"1700-1730"
37,0.613756613756614,"1730-1800"
37,0.428571428571429,"1800-1830"
37,0.428571428571429,"1830-1900"
37,0.153439153439153,"1900-1930"
37,0.121693121693122,"1930-2000"
37,0.037037037037037,"2000-2030"
37,0.479591836734694,"2030-2100"
37,0.80952380952381,"2100-2130"
37,1,"2130-2200"
37,1,"2200-2230"
37,0.973544973544973,"2230-2300"
37,0.904761904761905,"2300-2330"
37,0.943877551020408,"2330-0000"
38,0.86734693877551,"0000-0030"
38,0.71957671957672,"0030-0100"
38,0.597883597883598,"0100-0130"
38,0.964285714285714,"0130-0200"
38,0.925925925925926,"0200-0230"
38,1,"0230-0300"
38,1,"0300-0330"
38,1,"0330-0400"
38,0.841269841269841,"0400-0430"
38,0.978835978835979,"0430-0500"
38,0.683673469387755,"0500-0530"
38,0.73015873015873,"0530-0600"
38,0.851851851851852,"0600-0630"
38,0.714285714285714,"0630-0700"
38,0.576719576719577,"0700-0730"
38,0.470899470899471,"0730-0800"
38,0.46031746031746,"0800-0830"
38,0.214285714285714,"0830-0900"
38,0.142857142857143,"0900-0930"
38,0.0846560846560847,"0930-1000"
38,0.377551020408163,"1000-1030"
38,0.386243386243386,"1030-1100"
38,0.285714285714286,"1100-1130"
38,0.678571428571429,"1130-1200"
38,0.576719576719577,"1200-1230"
38,0.375661375661376,"1230-1300"
38,0.428571428571429,"1300-1330"
38,0.510204081632653,"1330-1400"
38,0.55026455026455,"1400-1430"
38,0.994708994708995,"1430-1500"
38,0.913265306122449,"1500-1530"
38,0.497354497354497,"1530-1600"
38,0.365079365079365,"1600-1630"
38,0.476190476190476,"1630-1700"
38,0.658163265306122,"1700-1730"
38,0.470899470899471,"1730-1800"
38,0.285714285714286,"1800-1830"
38,0.285714285714286,"1830-1900"
38,0.142857142857143,"1900-1930"
38,0.121693121693122,"1930-2000"
38,0.0158730158730159,"2000-2030"
38,0.36734693877551,"2030-2100"
38,0.80952380952381,"2100-2130"
38,1,"2130-2200"
38,1,"2200-2230"
38,1,"2230-2300"
38,1,"2300-2330"
38,0.943877551020408,"2330-0000"
39,0.86734693877551,"0000-0030"
39,0.71957671957672,"0030-0100"
39,0.597883597883598,"0100-0130"
39,0.862244897959184,"0130-0200"
39,1,"0200-0230"
39,1,"0230-0300"
39,1,"0300-0330"
39,1,"0330-0400"
39,0.841269841269841,"0400-0430"
39,0.978835978835979,"0430-0500"
39,0.75,"0500-0530"
39,0.756613756613757,"0530-0600"
39,0.857142857142857,"0600-0630"
39,0.857142857142857,"0630-0700"
39,0.71957671957672,"0700-0730"
39,0.486772486772487,"0730-0800"
39,0.46031746031746,"0800-0830"
39,0.346938775510204,"0830-0900"
39,0.216931216931217,"0900-0930"
39,0.0582010582010582,"0930-1000"
39,0.285714285714286,"1000-1030"
39,0.386243386243386,"1030-1100"
39,0.285714285714286,"1100-1130"
39,0.678571428571429,"1130-1200"
39,0.576719576719577,"1200-1230"
39,0.518518518518518,"1230-1300"
39,0.571428571428571,"1300-1330"
39,0.637755102040816,"1330-1400"
39,0.64021164021164,"1400-1430"
39,0.994708994708995,"1430-1500"
39,0.913265306122449,"1500-1530"
39,0.55026455026455,"1530-1600"
39,0.222222222222222,"1600-1630"
39,0.333333333333333,"1630-1700"
39,0.51530612244898,"1700-1730"
39,0.470899470899471,"1730-1800"
39,0.428571428571429,"1800-1830"
39,0.403061224489796,"1830-1900"
39,0.142857142857143,"1900-1930"
39,0.121693121693122,"1930-2000"
39,0.0158730158730159,"2000-2030"
39,0.285714285714286,"2030-2100"
39,0.80952380952381,"2100-2130"
39,1,"2130-2200"
39,1,"2200-2230"
39,1,"2230-2300"
39,1,"2300-2330"
39,0.897959183673469,"2330-0000"
40,0.831632653061224,"0000-0030"
40,0.756613756613757,"0030-0100"
40,0.666666666666667,"0100-0130"
40,0.862244897959184,"0130-0200"
40,1,"0200-0230"
40,1,"0230-0300"
40,1,"0300-0330"
40,1,"0330-0400"
40,0.804232804232804,"0400-0430"
40,1,"0430-0500"
40,0.811224489795918,"0500-0530"
40,0.756613756613757,"0530-0600"
40,0.857142857142857,"0600-0630"
40,0.729591836734694,"0630-0700"
40,0.576719576719577,"0700-0730"
40,0.343915343915344,"0730-0800"
40,0.354497354497354,"0800-0830"
40,0.36734693877551,"0830-0900"
40,0.35978835978836,"0900-0930"
40,0.201058201058201,"0930-1000"
40,0.346938775510204,"1000-1030"
40,0.386243386243386,"1030-1100"
40,0.285714285714286,"1100-1130"
40,0.561224489795918,"1130-1200"
40,0.634920634920635,"1200-1230"
40,0.661375661375661,"1230-1300"
40,0.687830687830688,"1300-1330"
40,0.755102040816326,"1330-1400"
40,0.698412698412698,"1400-1430"
40,0.994708994708995,"1430-1500"
40,1,"1500-1530"
40,0.693121693121693,"1530-1600"
40,0.238095238095238,"1600-1630"
40,0.238095238095238,"1630-1700"
40,0.372448979591837,"1700-1730"
40,0.603174603174603,"1730-1800"
40,0.571428571428571,"1800-1830"
40,0.413265306122449,"1830-1900"
40,0.142857142857143,"1900-1930"
40,0.121693121693122,"1930-2000"
40,0,"2000-2030"
40,0.158163265306122,"2030-2100"
40,0.80952380952381,"2100-2130"
40,1,"2130-2200"
40,1,"2200-2230"
40,1,"2230-2300"
40,1,"2300-2330"
40,0.897959183673469,"2330-0000"
41,0.831632653061224,"0000-0030"
41,0.883597883597884,"0030-0100"
41,0.740740740740741,"0100-0130"
41,0.770408163265306,"0130-0200"
41,1,"0200-0230"
41,1,"0230-0300"
41,1,"0300-0330"
41,1,"0330-0400"
41,0.804232804232804,"0400-0430"
41,0.947089947089947,"0430-0500"
41,0.933673469387755,"0500-0530"
41,0.888888888888889,"0530-0600"
41,0.857142857142857,"0600-0630"
41,0.729591836734694,"0630-0700"
41,0.46031746031746,"0700-0730"
41,0.201058201058201,"0730-0800"
41,0.322751322751323,"0800-0830"
41,0.36734693877551,"0830-0900"
41,0.35978835978836,"0900-0930"
41,0.238095238095238,"0930-1000"
41,0.397959183673469,"1000-1030"
41,0.354497354497354,"1030-1100"
41,0.285714285714286,"1100-1130"
41,0.540816326530612,"1130-1200"
41,0.492063492063492,"1200-1230"
41,0.592592592592593,"1230-1300"
41,0.677248677248677,"1300-1330"
41,0.653061224489796,"1330-1400"
41,0.767195767195767,"1400-1430"
41,0.962962962962963,"1430-1500"
41,0.857142857142857,"1500-1530"
41,0.55026455026455,"1530-1600"
41,0.164021164021164,"1600-1630"
41,0.380952380952381,"1630-1700"
41,0.311224489795918,"1700-1730"
41,0.476190476190476,"1730-1800"
41,0.571428571428571,"1800-1830"
41,0.413265306122449,"1830-1900"
41,0.259259259259259,"1900-1930"
41,0.126984126984127,"1930-2000"
41,0,"2000-2030"
41,0.183673469387755,"2030-2100"
41,0.82010582010582,"2100-2130"
41,1,"2130-2200"
41,1,"2200-2230"
41,1,"2230-2300"
41,1,"2300-2330"
41,0.897959183673469,"2330-0000"
42,0.928571428571429,"0000-0030"
42,0.936507936507937,"0030-0100"
42,0.666666666666667,"0100-0130"
42,0.770408163265306,"0130-0200"
42,1,"0200-0230"
42,1,"0230-0300"
42,1,"0300-0330"
42,1,"0330-0400"
42,0.894179894179894,"0400-0430"
42,0.835978835978836,"0430-0500"
42,0.933673469387755,"0500-0530"
42,0.888888888888889,"0530-0600"
42,0.857142857142857,"0600-0630"
42,0.729591836734694,"0630-0700"
42,0.481481481481481,"0700-0730"
42,0.343915343915344,"0730-0800"
42,0.375661375661376,"0800-0830"
42,0.36734693877551,"0830-0900"
42,0.396825396825397,"0900-0930"
42,0.380952380952381,"0930-1000"
42,0.540816326530612,"1000-1030"
42,0.497354497354497,"1030-1100"
42,0.386243386243386,"1100-1130"
42,0.448979591836735,"1130-1200"
42,0.391534391534392,"1200-1230"
42,0.698412698412698,"1230-1300"
42,0.777777777777778,"1300-1330"
42,0.653061224489796,"1330-1400"
42,0.756613756613757,"1400-1430"
42,0.82010582010582,"1430-1500"
42,0.714285714285714,"1500-1530"
42,0.407407407407407,"1530-1600"
42,0.206349206349206,"1600-1630"
42,0.396825396825397,"1630-1700"
42,0.244897959183673,"1700-1730"
42,0.333333333333333,"1730-1800"
42,0.428571428571429,"1800-1830"
42,0.270408163265306,"1830-1900"
42,0.306878306878307,"1900-1930"
42,0.243386243386243,"1930-2000"
42,0,"2000-2030"
42,0.198979591836735,"2030-2100"
42,0.888888888888889,"2100-2130"
42,1,"2130-2200"
42,1,"2200-2230"
42,1,"2230-2300"
42,1,"2300-2330"
42,0.897959183673469,"2330-0000"
43,0.923469387755102,"0000-0030"
43,0.936507936507937,"0030-0100"
43,0.788359788359788,"0100-0130"
43,0.673469387755102,"0130-0200"
43,1,"0200-0230"
43,1,"0230-0300"
43,1,"0300-0330"
43,1,"0330-0400"
43,0.894179894179894,"0400-0430"
43,0.82010582010582,"0430-0500"
43,0.846938775510204,"0500-0530"
43,1,"0530-0600"
43,1,"0600-0630"
43,0.872448979591837,"0630-0700"
43,0.624338624338624,"0700-0730"
43,0.338624338624339,"0730-0800"
43,0.232804232804233,"0800-0830"
43,0.341836734693878,"0830-0900"
43,0.28042328042328,"0900-0930"
43,0.354497354497354,"0930-1000"
43,0.540816326530612,"1000-1030"
43,0.492063492063492,"1030-1100"
43,0.386243386243386,"1100-1130"
43,0.448979591836735,"1130-1200"
43,0.391534391534392,"1200-1230"
43,0.698412698412698,"1230-1300"
43,0.82010582010582,"1300-1330"
43,0.61734693877551,"1330-1400"
43,0.613756613756614,"1400-1430"
43,0.677248677248677,"1430-1500"
43,0.607142857142857,"1500-1530"
43,0.502645502645503,"1530-1600"
43,0.338624338624339,"1600-1630"
43,0.396825396825397,"1630-1700"
43,0.244897959183673,"1700-1730"
43,0.386243386243386,"1730-1800"
43,0.571428571428571,"1800-1830"
43,0.413265306122449,"1830-1900"
43,0.433862433862434,"1900-1930"
43,0.243386243386243,"1930-2000"
43,0,"2000-2030"
43,0.107142857142857,"2030-2100"
43,0.851851851851852,"2100-2130"
43,1,"2130-2200"
43,1,"2200-2230"
43,1,"2230-2300"
43,1,"2300-2330"
43,0.954081632653061,"2330-0000"
44,0.928571428571429,"0000-0030"
44,0.936507936507937,"0030-0100"
44,0.788359788359788,"0100-0130"
44,0.673469387755102,"0130-0200"
44,1,"0200-0230"
44,1,"0230-0300"
44,1,"0300-0330"
44,0.973544973544973,"0330-0400"
44,0.894179894179894,"0400-0430"
44,0.82010582010582,"0430-0500"
44,0.862244897959184,"0500-0530"
44,1,"0530-0600"
44,1,"0600-0630"
44,0.744897959183674,"0630-0700"
44,0.518518518518518,"0700-0730"
44,0.338624338624339,"0730-0800"
44,0.206349206349206,"0800-0830"
44,0.306122448979592,"0830-0900"
44,0.396825396825397,"0900-0930"
44,0.497354497354497,"0930-1000"
44,0.627551020408163,"1000-1030"
44,0.492063492063492,"1030-1100"
44,0.502645502645503,"1100-1130"
44,0.5,"1130-1200"
44,0.433862433862434,"1200-1230"
44,0.698412698412698,"1230-1300"
44,0.82010582010582,"1300-1330"
44,0.61734693877551,"1330-1400"
44,0.619047619047619,"1400-1430"
44,0.677248677248677,"1430-1500"
44,0.607142857142857,"1500-1530"
44,0.62962962962963,"1530-1600"
44,0.328042328042328,"1600-1630"
44,0.285714285714286,"1630-1700"
44,0.102040816326531,"1700-1730"
44,0.243386243386243,"1730-1800"
44,0.428571428571429,"1800-1830"
44,0.270408163265306,"1830-1900"
44,0.291005291005291,"1900-1930"
44,0.121693121693122,"1930-2000"
44,0,"2000-2030"
44,0.107142857142857,"2030-2100"
44,0.894179894179894,"2100-2130"
44,1,"2130-2200"
44,1,"2200-2230"
44,1,"2230-2300"
44,1,"2300-2330"
44,0.954081632653061,"2330-0000"
45,0.933673469387755,"0000-0030"
45,1,"0030-0100"
45,0.904761904761905,"0100-0130"
45,0.673469387755102,"0130-0200"
45,1,"0200-0230"
45,1,"0230-0300"
45,0.923469387755102,"0300-0330"
45,0.973544973544973,"0330-0400"
45,0.962962962962963,"0400-0430"
45,0.82010582010582,"0430-0500"
45,0.862244897959184,"0500-0530"
45,1,"0530-0600"
45,1,"0600-0630"
45,0.744897959183674,"0630-0700"
45,0.634920634920635,"0700-0730"
45,0.380952380952381,"0730-0800"
45,0.206349206349206,"0800-0830"
45,0.306122448979592,"0830-0900"
45,0.433862433862434,"0900-0930"
45,0.608465608465608,"0930-1000"
45,0.627551020408163,"1000-1030"
45,0.502645502645503,"1030-1100"
45,0.645502645502645,"1100-1130"
45,0.642857142857143,"1130-1200"
45,0.576719576719577,"1200-1230"
45,0.677248677248677,"1230-1300"
45,0.677248677248677,"1300-1330"
45,0.474489795918367,"1330-1400"
45,0.53968253968254,"1400-1430"
45,0.682539682539683,"1430-1500"
45,0.607142857142857,"1500-1530"
45,0.576719576719577,"1530-1600"
45,0.328042328042328,"1600-1630"
45,0.285714285714286,"1630-1700"
45,0.102040816326531,"1700-1730"
45,0.243386243386243,"1730-1800"
45,0.428571428571429,"1800-1830"
45,0.270408163265306,"1830-1900"
45,0.291005291005291,"1900-1930"
45,0.121693121693122,"1930-2000"
45,0,"2000-2030"
45,0.112244897959184,"2030-2100"
45,0.894179894179894,"2100-2130"
45,1,"2130-2200"
45,1,"2200-2230"
45,1,"2230-2300"
45,1,"2300-2330"
45,0.954081632653061,"2330-0000"
46,0.933673469387755,"0000-0030"
46,1,"0030-0100"
46,0.883597883597884,"0100-0130"
46,0.663265306122449,"0130-0200"
46,1,"0200-0230"
46,1,"0230-0300"
46,0.923469387755102,"0300-0330"
46,0.973544973544973,"0330-0400"
46,0.962962962962963,"0400-0430"
46,0.772486772486772,"0430-0500"
46,0.892857142857143,"0500-0530"
46,1,"0530-0600"
46,1,"0600-0630"
46,0.744897959183674,"0630-0700"
46,0.634920634920635,"0700-0730"
46,0.507936507936508,"0730-0800"
46,0.238095238095238,"0800-0830"
46,0.214285714285714,"0830-0900"
46,0.502645502645503,"0900-0930"
46,0.656084656084656,"0930-1000"
46,0.576530612244898,"1000-1030"
46,0.465608465608466,"1030-1100"
46,0.645502645502645,"1100-1130"
46,0.642857142857143,"1130-1200"
46,0.613756613756614,"1200-1230"
46,0.576719576719577,"1230-1300"
46,0.534391534391534,"1300-1330"
46,0.38265306122449,"1330-1400"
46,0.566137566137566,"1400-1430"
46,0.682539682539683,"1430-1500"
46,0.520408163265306,"1500-1530"
46,0.444444444444444,"1530-1600"
46,0.365079365079365,"1600-1630"
46,0.428571428571429,"1630-1700"
46,0.244897959183673,"1700-1730"
46,0.333333333333333,"1730-1800"
46,0.380952380952381,"1800-1830"
46,0.153061224489796,"1830-1900"
46,0.291005291005291,"1900-1930"
46,0.121693121693122,"1930-2000"
46,0.0793650793650794,"2000-2030"
46,0.23469387755102,"2030-2100"
46,0.894179894179894,"2100-2130"
46,1,"2130-2200"
46,1,"2200-2230"
46,1,"2230-2300"
46,1,"2300-2330"
46,1,"2330-0000"
47,0.969387755102041,"0000-0030"
47,1,"0030-0100"
47,0.883597883597884,"0100-0130"
47,0.540816326530612,"0130-0200"
47,0.920634920634921,"0200-0230"
47,1,"0230-0300"
47,0.923469387755102,"0300-0330"
47,0.973544973544973,"0330-0400"
47,1,"0400-0430"
47,0.73015873015873,"0430-0500"
47,0.785714285714286,"0500-0530"
47,1,"0530-0600"
47,1,"0600-0630"
47,0.872448979591837,"0630-0700"
47,0.777777777777778,"0700-0730"
47,0.62962962962963,"0730-0800"
47,0.201058201058201,"0800-0830"
47,0.0714285714285714,"0830-0900"
47,0.35978835978836,"0900-0930"
47,0.513227513227513,"0930-1000"
47,0.51530612244898,"1000-1030"
47,0.465608465608466,"1030-1100"
47,0.645502645502645,"1100-1130"
47,0.693877551020408,"1130-1200"
47,0.645502645502645,"1200-1230"
47,0.481481481481481,"1230-1300"
47,0.529100529100529,"1300-1330"
47,0.408163265306122,"1330-1400"
47,0.597883597883598,"1400-1430"
47,0.682539682539683,"1430-1500"
47,0.520408163265306,"1500-1530"
47,0.402116402116402,"1530-1600"
47,0.492063492063492,"1600-1630"
47,0.560846560846561,"1630-1700"
47,0.244897959183673,"1700-1730"
47,0.243386243386243,"1730-1800"
47,0.380952380952381,"1800-1830"
47,0.168367346938776,"1830-1900"
47,0.291005291005291,"1900-1930"
47,0.121693121693122,"1930-2000"
47,0.201058201058201,"2000-2030"
47,0.362244897959184,"2030-2100"
47,0.894179894179894,"2100-2130"
47,1,"2130-2200"
47,1,"2200-2230"
47,1,"2230-2300"
47,1,"2300-2330"
47,1,"2330-0000"
48,0.943877551020408,"0000-0030"
48,0.994708994708995,"0030-0100"
48,0.883597883597884,"0100-0130"
48,0.63265306122449,"0130-0200"
48,0.920634920634921,"0200-0230"
48,1,"0230-0300"
48,0.923469387755102,"0300-0330"
48,0.968253968253968,"0330-0400"
48,0.941798941798942,"0400-0430"
48,0.783068783068783,"0430-0500"
48,0.806122448979592,"0500-0530"
48,1,"0530-0600"
48,1,"0600-0630"
48,0.872448979591837,"0630-0700"
48,0.894179894179894,"0700-0730"
48,0.645502645502645,"0730-0800"
48,0.201058201058201,"0800-0830"
48,0.0714285714285714,"0830-0900"
48,0.35978835978836,"0900-0930"
48,0.603174603174603,"0930-1000"
48,0.51530612244898,"1000-1030"
48,0.497354497354497,"1030-1100"
48,0.645502645502645,"1100-1130"
48,0.622448979591837,"1130-1200"
48,0.677248677248677,"1200-1230"
48,0.55026455026455,"1230-1300"
48,0.412698412698413,"1300-1330"
48,0.377551020408163,"1330-1400"
48,0.455026455026455,"1400-1430"
48,0.597883597883598,"1430-1500"
48,0.663265306122449,"1500-1530"
48,0.544973544973545,"1530-1600"
48,0.571428571428571,"1600-1630"
48,0.560846560846561,"1630-1700"
48,0.275510204081633,"1700-1730"
48,0.243386243386243,"1730-1800"
48,0.407407407407407,"1800-1830"
48,0.311224489795918,"1830-1900"
48,0.19047619047619,"1900-1930"
48,0.116402116402116,"1930-2000"
48,0.248677248677249,"2000-2030"
48,0.479591836734694,"2030-2100"
48,0.894179894179894,"2100-2130"
48,1,"2130-2200"
48,1,"2200-2230"
48,1,"2230-2300"
48,1,"2300-2330"
48,1,"2330-0000"
49,0.948979591836735,"0000-0030"
49,0.994708994708995,"0030-0100"
49,0.925925925925926,"0100-0130"
49,0.607142857142857,"0130-0200"
49,0.920634920634921,"0200-0230"
49,1,"0230-0300"
49,0.923469387755102,"0300-0330"
49,0.968253968253968,"0330-0400"
49,0.941798941798942,"0400-0430"
49,0.846560846560847,"0430-0500"
49,0.806122448979592,"0500-0530"
49,1,"0530-0600"
49,1,"0600-0630"
49,0.872448979591837,"0630-0700"
49,0.772486772486772,"0700-0730"
49,0.544973544973545,"0730-0800"
49,0.291005291005291,"0800-0830"
49,0.183673469387755,"0830-0900"
49,0.322751322751323,"0900-0930"
49,0.46031746031746,"0930-1000"
49,0.418367346938776,"1000-1030"
49,0.497354497354497,"1030-1100"
49,0.687830687830688,"1100-1130"
49,0.76530612244898,"1130-1200"
49,0.682539682539683,"1200-1230"
49,0.476190476190476,"1230-1300"
49,0.412698412698413,"1300-1330"
49,0.377551020408163,"1330-1400"
49,0.417989417989418,"1400-1430"
49,0.597883597883598,"1430-1500"
49,0.663265306122449,"1500-1530"
49,0.544973544973545,"1530-1600"
49,0.492063492063492,"1600-1630"
49,0.507936507936508,"1630-1700"
49,0.341836734693878,"1700-1730"
49,0.375661375661376,"1730-1800"
49,0.407407407407407,"1800-1830"
49,0.311224489795918,"1830-1900"
49,0.142857142857143,"1900-1930"
49,0,"1930-2000"
49,0.259259259259259,"2000-2030"
49,0.607142857142857,"2030-2100"
49,0.894179894179894,"2100-2130"
49,1,"2130-2200"
49,1,"2200-2230"
49,1,"2230-2300"
49,1,"2300-2330"
49,1,"2330-0000"
50,0.954081632653061,"0000-0030"
50,0.994708994708995,"0030-0100"
50,0.947089947089947,"0100-0130"
50,0.719387755102041,"0130-0200"
50,0.835978835978836,"0200-0230"
50,0.920634920634921,"0230-0300"
50,0.923469387755102,"0300-0330"
50,0.968253968253968,"0330-0400"
50,0.941798941798942,"0400-0430"
50,0.862433862433862,"0430-0500"
50,0.892857142857143,"0500-0530"
50,1,"0530-0600"
50,0.878306878306878,"0600-0630"
50,0.729591836734694,"0630-0700"
50,0.62962962962963,"0700-0730"
50,0.55026455026455,"0730-0800"
50,0.433862433862434,"0800-0830"
50,0.275510204081633,"0830-0900"
50,0.296296296296296,"0900-0930"
50,0.46031746031746,"0930-1000"
50,0.535714285714286,"1000-1030"
50,0.603174603174603,"1030-1100"
50,0.687830687830688,"1100-1130"
50,0.76530612244898,"1130-1200"
50,0.682539682539683,"1200-1230"
50,0.417989417989418,"1230-1300"
50,0.26984126984127,"1300-1330"
50,0.321428571428571,"1330-1400"
50,0.417989417989418,"1400-1430"
50,0.597883597883598,"1430-1500"
50,0.729591836734694,"1500-1530"
50,0.455026455026455,"1530-1600"
50,0.35978835978836,"1600-1630"
50,0.613756613756614,"1630-1700"
50,0.428571428571429,"1700-1730"
50,0.322751322751323,"1730-1800"
50,0.264550264550265,"1800-1830"
50,0.168367346938776,"1830-1900"
50,0.148148148148148,"1900-1930"
50,0.142857142857143,"1930-2000"
50,0.402116402116402,"2000-2030"
50,0.75,"2030-2100"
50,0.931216931216931,"2100-2130"
50,1,"2130-2200"
50,1,"2200-2230"
50,1,"2230-2300"
50,1,"2300-2330"
50,1,"2330-0000"
51,0.969387755102041,"0000-0030"
51,0.994708994708995,"0030-0100"
51,0.947089947089947,"0100-0130"
51,0.683673469387755,"0130-0200"
51,0.835978835978836,"0200-0230"
51,0.920634920634921,"0230-0300"
51,0.923469387755102,"0300-0330"
51,0.994708994708995,"0330-0400"
51,0.941798941798942,"0400-0430"
51,0.862433862433862,"0430-0500"
51,0.892857142857143,"0500-0530"
51,1,"0530-0600"
51,0.851851851851852,"0600-0630"
51,0.714285714285714,"0630-0700"
51,0.592592592592593,"0700-0730"
51,0.46031746031746,"0730-0800"
51,0.46031746031746,"0800-0830"
51,0.280612244897959,"0830-0900"
51,0.222222222222222,"0900-0930"
51,0.455026455026455,"0930-1000"
51,0.494897959183673,"1000-1030"
51,0.746031746031746,"1030-1100"
51,0.714285714285714,"1100-1130"
51,0.642857142857143,"1130-1200"
51,0.656084656084656,"1200-1230"
51,0.513227513227513,"1230-1300"
51,0.26984126984127,"1300-1330"
51,0.387755102040816,"1330-1400"
51,0.497354497354497,"1400-1430"
51,0.597883597883598,"1430-1500"
51,0.729591836734694,"1500-1530"
51,0.455026455026455,"1530-1600"
51,0.465608465608466,"1600-1630"
51,0.756613756613757,"1630-1700"
51,0.479591836734694,"1700-1730"
51,0.322751322751323,"1730-1800"
51,0.264550264550265,"1800-1830"
51,0.168367346938776,"1830-1900"
51,0.148148148148148,"1900-1930"
51,0.216931216931217,"1930-2000"
51,0.544973544973545,"2000-2030"
51,0.892857142857143,"2030-2100"
51,1,"2100-2130"
51,1,"2130-2200"
51,1,"2200-2230"
51,1,"2230-2300"
51,1,"2300-2330"
51,1,"2330-0000"
52,0.969387755102041,"0000-0030"
52,0.994708994708995,"0030-0100"
52,0.883597883597884,"0100-0130"
52,0.668367346938776,"0130-0200"
52,0.835978835978836,"0200-0230"
52,0.920634920634921,"0230-0300"
52,1,"0300-0330"
52,0.994708994708995,"0330-0400"
52,0.941798941798942,"0400-0430"
52,0.862433862433862,"0430-0500"
52,0.816326530612245,"0500-0530"
52,0.878306878306878,"0530-0600"
52,0.788359788359788,"0600-0630"
52,0.571428571428571,"0630-0700"
52,0.518518518518518,"0700-0730"
52,0.560846560846561,"0730-0800"
52,0.603174603174603,"0800-0830"
52,0.423469387755102,"0830-0900"
52,0.264550264550265,"0900-0930"
52,0.455026455026455,"0930-1000"
52,0.494897959183673,"1000-1030"
52,0.677248677248677,"1030-1100"
52,0.571428571428571,"1100-1130"
52,0.5,"1130-1200"
52,0.529100529100529,"1200-1230"
52,0.587301587301587,"1230-1300"
52,0.412698412698413,"1300-1330"
52,0.397959183673469,"1330-1400"
52,0.497354497354497,"1400-1430"
52,0.455026455026455,"1430-1500"
52,0.709183673469388,"1500-1530"
52,0.582010582010582,"1530-1600"
52,0.608465608465608,"1600-1630"
52,0.899470899470899,"1630-1700"
52,0.520408163265306,"1700-1730"
52,0.322751322751323,"1730-1800"
52,0.264550264550265,"1800-1830"
52,0.168367346938776,"1830-1900"
52,0.195767195767196,"1900-1930"
52,0.35978835978836,"1930-2000"
52,0.624338624338624,"2000-2030"
52,1,"2030-2100"
52,1,"2100-2130"
52,1,"2130-2200"
52,1,"2200-2230"
52,1,"2230-2300"
52,1,"2300-2330"
52,1,"2330-0000"
53,0.969387755102041,"0000-0030"
53,0.920634920634921,"0030-0100"
53,0.904761904761905,"0100-0130"
53,0.801020408163265,"0130-0200"
53,0.835978835978836,"0200-0230"
53,0.920634920634921,"0230-0300"
53,1,"0300-0330"
53,0.994708994708995,"0330-0400"
53,0.941798941798942,"0400-0430"
53,0.862433862433862,"0430-0500"
53,0.816326530612245,"0500-0530"
53,0.878306878306878,"0530-0600"
53,0.740740740740741,"0600-0630"
53,0.428571428571429,"0630-0700"
53,0.375661375661376,"0700-0730"
53,0.46031746031746,"0730-0800"
53,0.714285714285714,"0800-0830"
53,0.464285714285714,"0830-0900"
53,0.264550264550265,"0900-0930"
53,0.55026455026455,"0930-1000"
53,0.637755102040816,"1000-1030"
53,0.714285714285714,"1030-1100"
53,0.523809523809524,"1100-1130"
53,0.357142857142857,"1130-1200"
53,0.386243386243386,"1200-1230"
53,0.544973544973545,"1230-1300"
53,0.412698412698413,"1300-1330"
53,0.428571428571429,"1330-1400"
53,0.497354497354497,"1400-1430"
53,0.333333333333333,"1430-1500"
53,0.683673469387755,"1500-1530"
53,0.724867724867725,"1530-1600"
53,0.645502645502645,"1600-1630"
